Breed,Age,Sex,Symptoms,ICD
도베르만 피셔,15,F,배란,비뇨 생식기의 질병
요크셔 테리어,18,M,배란,비뇨 생식기의 질병
말티즈,3,F,배란,비뇨 생식기의 질병
포메라니안,8,F,배란,비뇨 생식기의 질병
시추,15,M,용혈성 빈혈,면역 체계의 질병
말티즈,6,F,용혈성 빈혈,면역 체계의 질병
말티즈,6,F,용혈성 빈혈,면역 체계의 질병
치와와,7,F,용혈성 빈혈,면역 체계의 질병
말티즈,8,M,용혈성 빈혈,면역 체계의 질병
말티즈,9,M,용혈성 빈혈,면역 체계의 질병
믹스,12,M,운동실조증,근골격계 또는 결합 조직의 질병
믹스,15,M,운동실조증,근골격계 또는 결합 조직의 질병
슈나우저,16,M,운동실조증,근골격계 또는 결합 조직의 질병
요크셔 테리어,16,M,운동실조증,근골격계 또는 결합 조직의 질병
요크셔 테리어,17,M,운동실조증,근골격계 또는 결합 조직의 질병
말티즈,18,F,운동실조증,근골격계 또는 결합 조직의 질병
말티즈,1,0,운동실조증,근골격계 또는 결합 조직의 질병
닥스훈트,1,F,운동실조증,근골격계 또는 결합 조직의 질병
푸들,2,F,운동실조증,근골격계 또는 결합 조직의 질병
시베리안 허스키,9,M,운동실조증,근골격계 또는 결합 조직의 질병
말티즈,1,M,환축추 불안정,근골격계 또는 결합 조직의 질병
포메라니안,1,M,환축추 불안정,근골격계 또는 결합 조직의 질병
푸들,3,F,환축추 불안정,근골격계 또는 결합 조직의 질병
말티즈,15,M,환축추 불안정,근골격계 또는 결합 조직의 질병
도베르만 피셔,1,M,경추증,근골격계 또는 결합 조직의 질병
말티즈,12,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
요크셔 테리어,12,F,십자가 인대 파열,근골격계 또는 결합 조직의 질병
말티즈,12,F,십자가 인대 파열,근골격계 또는 결합 조직의 질병
말티즈,13,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
코커스패니얼,14,F,십자가 인대 파열,근골격계 또는 결합 조직의 질병
요크셔 테리어,17,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
요크셔 테리어,17,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
진돗개,5,F,십자가 인대 파열,근골격계 또는 결합 조직의 질병
말티즈,6,F,십자가 인대 파열,근골격계 또는 결합 조직의 질병
사모예드,6,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
사모예드,6,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
말티즈,7,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
푸들,7,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
말티즈,7,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
포메라니안,8,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
요크셔 테리어,15,M,십자가 인대 파열,근골격계 또는 결합 조직의 질병
푸들,1,M,다리 통증,근골격계 또는 결합 조직의 질병
포메라니안,1,M,다리 통증,근골격계 또는 결합 조직의 질병
프렌치 불독,1,F,다리 통증,근골격계 또는 결합 조직의 질병
푸들,1,M,다리 통증,근골격계 또는 결합 조직의 질병
푸들,1,F,다리 통증,근골격계 또는 결합 조직의 질병
푸들,2,M,다리 통증,근골격계 또는 결합 조직의 질병
포메라니안,2,M,다리 통증,근골격계 또는 결합 조직의 질병
스피츠,2,F,다리 통증,근골격계 또는 결합 조직의 질병
비숑 프리제,3,M,다리 통증,근골격계 또는 결합 조직의 질병
포메라니안,4,M,다리 통증,근골격계 또는 결합 조직의 질병
말티즈,9,M,다리 통증,근골격계 또는 결합 조직의 질병
말티즈,9,M,다리 통증,근골격계 또는 결합 조직의 질병
말티즈,9,M,다리 통증,근골격계 또는 결합 조직의 질병
시추,9,M,다리 통증,근골격계 또는 결합 조직의 질병
푸들,1,M,고관절 이형성증,근골격계 또는 결합 조직의 질병
포메라니안,1,M,고관절 이형성증,근골격계 또는 결합 조직의 질병
포메라니안,1,M,고관절 이형성증,근골격계 또는 결합 조직의 질병
푸들,2,M,고관절 이형성증,근골격계 또는 결합 조직의 질병
포메라니안,3,M,고관절 이형성증,근골격계 또는 결합 조직의 질병
요크셔 테리어,11,F,고관절 이형성증,근골격계 또는 결합 조직의 질병
푸들,11,M,고관절 팽만감,근골격계 또는 결합 조직의 질병
비숑 프리제,2,F,고관절 팽만감,근골격계 또는 결합 조직의 질병
포메라니안,2,M,고관절 팽만감,근골격계 또는 결합 조직의 질병
포메라니안,2,F,고관절 팽만감,근골격계 또는 결합 조직의 질병
포메라니안,3,M,고관절 팽만감,근골격계 또는 결합 조직의 질병
프렌치 불독,1,M,고관절 팽만감,근골격계 또는 결합 조직의 질병
포메라니안,4,F,고관절 팽만감,근골격계 또는 결합 조직의 질병
푸들,11,M,고관절 팽만감,근골격계 또는 결합 조직의 질병
치와와,1,F,고관절 팽만감,근골격계 또는 결합 조직의 질병
포메라니안,12,M,강아지 디스크,근골격계 또는 결합 조직의 질병
말티즈,12,F,강아지 디스크,근골격계 또는 결합 조직의 질병
페키니즈,12,M,강아지 디스크,근골격계 또는 결합 조직의 질병
페키니즈,12,M,강아지 디스크,근골격계 또는 결합 조직의 질병
프렌치 불독,13,M,강아지 디스크,근골격계 또는 결합 조직의 질병
믹스,16,M,강아지 디스크,근골격계 또는 결합 조직의 질병
진돗개,2,M,강아지 디스크,근골격계 또는 결합 조직의 질병
말티즈,5,M,강아지 디스크,근골격계 또는 결합 조직의 질병
푸들,5,M,강아지 디스크,근골격계 또는 결합 조직의 질병
말티즈,6,M,강아지 디스크,근골격계 또는 결합 조직의 질병
미니어처 핀셔,6,F,강아지 디스크,근골격계 또는 결합 조직의 질병
닥스훈트,6,F,강아지 디스크,근골격계 또는 결합 조직의 질병
말티즈,8,M,강아지 디스크,근골격계 또는 결합 조직의 질병
슈나우저,9,M,강아지 디스크,근골격계 또는 결합 조직의 질병
슈나우저,9,M,강아지 디스크,근골격계 또는 결합 조직의 질병
포메라니안,9,M,강아지 디스크,근골격계 또는 결합 조직의 질병
말티즈,11,F,강아지 디스크,근골격계 또는 결합 조직의 질병
시추,18,F,강아지 디스크,근골격계 또는 결합 조직의 질병
요크셔 테리어,12,M,강아지 디스크,근골격계 또는 결합 조직의 질병
요크셔 테리어,15,M,강아지 디스크,근골격계 또는 결합 조직의 질병
푸들,1,M,강아지 디스크,근골격계 또는 결합 조직의 질병
믹스,2,M,강아지 디스크,근골격계 또는 결합 조직의 질병
푸들,4,M,강아지 디스크,근골격계 또는 결합 조직의 질병
말티즈,5,M,강아지 디스크,근골격계 또는 결합 조직의 질병
믹스,6,M,강아지 디스크,근골격계 또는 결합 조직의 질병
포메라니안,8,M,강아지 디스크,근골격계 또는 결합 조직의 질병
말티즈,10,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,10,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,10,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,10,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,10,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,10,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,10,M,절름발이,근골격계 또는 결합 조직의 질병
시추,10,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,10,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,10,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,10,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,10,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,0,M,절름발이,근골격계 또는 결합 조직의 질병
프렌치 불독,0,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,0,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,0,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,11,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,11,M,절름발이,근골격계 또는 결합 조직의 질병
시추,11,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,F,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,11,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,11,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,11,M,절름발이,근골격계 또는 결합 조직의 질병
슈나우저,11,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,M,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,11,M,절름발이,근골격계 또는 결합 조직의 질병
슈나우저,11,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,11,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,11,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,M,절름발이,근골격계 또는 결합 조직의 질병
미니어처 핀셔,11,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,11,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,11,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,12,M,절름발이,근골격계 또는 결합 조직의 질병
페키니즈,12,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,12,F,절름발이,근골격계 또는 결합 조직의 질병
시추,12,F,절름발이,근골격계 또는 결합 조직의 질병
진돗개,12,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,12,M,절름발이,근골격계 또는 결합 조직의 질병
시추,12,F,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,12,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,12,F,절름발이,근골격계 또는 결합 조직의 질병
시추,12,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,12,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,12,M,절름발이,근골격계 또는 결합 조직의 질병
미니어처 핀셔,12,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,12,F,절름발이,근골격계 또는 결합 조직의 질병
시추,12,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,12,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,12,F,절름발이,근골격계 또는 결합 조직의 질병
시추,12,M,절름발이,근골격계 또는 결합 조직의 질병
시추,12,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,13,F,절름발이,근골격계 또는 결합 조직의 질병
시추,13,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,13,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,13,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,13,M,절름발이,근골격계 또는 결합 조직의 질병
시추,13,M,절름발이,근골격계 또는 결합 조직의 질병
시추,13,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,13,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,13,M,절름발이,근골격계 또는 결합 조직의 질병
시추,14,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,14,F,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,14,F,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,14,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,14,M,절름발이,근골격계 또는 결합 조직의 질병
시추,14,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,14,M,절름발이,근골격계 또는 결합 조직의 질병
시추,14,M,절름발이,근골격계 또는 결합 조직의 질병
시추,14,M,절름발이,근골격계 또는 결합 조직의 질병
시추,14,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,14,F,절름발이,근골격계 또는 결합 조직의 질병
시추,14,M,절름발이,근골격계 또는 결합 조직의 질병
시추,14,M,절름발이,근골격계 또는 결합 조직의 질병
사모예드,14,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,15,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,15,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,15,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,15,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,15,M,절름발이,근골격계 또는 결합 조직의 질병
미니어처 핀셔,15,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,15,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,15,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,15,F,절름발이,근골격계 또는 결합 조직의 질병
슈나우저,15,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,15,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,15,F,절름발이,근골격계 또는 결합 조직의 질병
K.D,16,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,16,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,16,M,절름발이,근골격계 또는 결합 조직의 질병
시추,16,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,16,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,17,M,절름발이,근골격계 또는 결합 조직의 질병
퍼그,17,M,절름발이,근골격계 또는 결합 조직의 질병
시추,17,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,17,M,절름발이,근골격계 또는 결합 조직의 질병
시추,18,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,19,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,19,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,1,M,절름발이,근골격계 또는 결합 조직의 질병
차우차우,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
비숑 프리제,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,M,절름발이,근골격계 또는 결합 조직의 질병
시베리안 허스키,1,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,1,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,F,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
보스턴 테리어,1,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
프렌치 불독,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
프렌치 불독,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
진돗개,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
재페니스 친,1,M,절름발이,근골격계 또는 결합 조직의 질병
재페니스 친,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
도베르만 피셔,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,1,M,절름발이,근골격계 또는 결합 조직의 질병
폼피츠,1,M,절름발이,근골격계 또는 결합 조직의 질병
불 테리어,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
슈나우저,1,M,절름발이,근골격계 또는 결합 조직의 질병
알래스카 말라뮤트,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
진돗개,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
셔틀랜드 쉽독,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,1,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
시추,1,F,절름발이,근골격계 또는 결합 조직의 질병
웰시코기,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
달마티안,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,1,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
차우차우,1,F,절름발이,근골격계 또는 결합 조직의 질병
차우차우,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,F,절름발이,근골격계 또는 결합 조직의 질병
아프간 하운드,1,M,절름발이,근골격계 또는 결합 조직의 질병
아프간 하운드,1,M,절름발이,근골격계 또는 결합 조직의 질병
프렌치 불독,1,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,1,M,절름발이,근골격계 또는 결합 조직의 질병
래브라도 리트리버,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
셔틀랜드 쉽독,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,1,M,절름발이,근골격계 또는 결합 조직의 질병
요크셔 테리어,1,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,1,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,1,M,절름발이,근골격계 또는 결합 조직의 질병
파피용,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,2,F,절름발이,근골격계 또는 결합 조직의 질병
시추,2,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,2,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
웰시코기,2,M,절름발이,근골격계 또는 결합 조직의 질병
닥스훈트,2,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
래브라도 리트리버,2,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,F,절름발이,근골격계 또는 결합 조직의 질병
비숑 프리제,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
케인 코르소,2,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,F,절름발이,근골격계 또는 결합 조직의 질병
퍼그,2,F,절름발이,근골격계 또는 결합 조직의 질병
사모예드,2,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
카바리에 킹 찰스 스파니엘,2,M,절름발이,근골격계 또는 결합 조직의 질병
비숑 프리제,2,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,2,M,절름발이,근골격계 또는 결합 조직의 질병
도사견,2,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,2,M,절름발이,근골격계 또는 결합 조직의 질병
진돗개,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,F,절름발이,근골격계 또는 결합 조직의 질병
진돗개,2,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,2,M,절름발이,근골격계 또는 결합 조직의 질병
스피츠,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,M,절름발이,근골격계 또는 결합 조직의 질병
웰시코기,2,M,절름발이,근골격계 또는 결합 조직의 질병
비숑 프리제,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
치와와,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,F,절름발이,근골격계 또는 결합 조직의 질병
비글,2,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,F,절름발이,근골격계 또는 결합 조직의 질병
믹스,2,M,절름발이,근골격계 또는 결합 조직의 질병
시추,2,F,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,F,절름발이,근골격계 또는 결합 조직의 질병
비숑 프리제,2,F,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
시추,2,M,절름발이,근골격계 또는 결합 조직의 질병
시베리안 허스키,2,F,절름발이,근골격계 또는 결합 조직의 질병
치와와,2,M,절름발이,근골격계 또는 결합 조직의 질병
코커스패니얼,2,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,F,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
퍼그,2,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
푸들,2,M,절름발이,근골격계 또는 결합 조직의 질병
포메라니안,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
말티즈,2,M,절름발이,근골격계 또는 결합 조직의 질병
